alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,alim_nom_fr,Energie ,Eau ,Proteines ,Glucides ,Lipides ,Sucres ,Amidon ,Fibres_alimentaires ,Cholesterol ,sel ,Calcium ,Fer ,Iode ,Beta_Carotene ,VitamineD ,VitamineE ,VitamineC ,VitamineB1 ,VitamineB12 
"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Courgette, pulpe et peau, surgelée, crue","17,8","94,6","1,19","2,18","0,14","1,56",-,"1,48",0,"0,019",20,"0,64",-,119,0,"0,12","9,32","0,048",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Crosne, surgelé, cru","40,4",-,"1,4","8,7",0,"0,5",-,0,-,"0,0025",-,-,-,-,-,-,-,-,-
"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Artichaut, fond, surgelé, cru","59,7","84,7","2,08","8,09","0,43","1,89",-,"7,54",-,"0,18",-,-,-,-,-,-,-,-,-
"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Maïs doux, surgelé, cru",105,"71,8","3,28","19,8","0,78","3,78",-,"2,8",0,"0,013",4,"0,68",-,61,0,"0,09","7,2","0,1",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Navet, surgelé, cru","16,6","95,7","0,82",2,"0,18","1,9",-,"1,85",0,"0,066",23,"0,7",-,-,0,-,"4,4","0,03",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Oignon, surgelé, cru","31,9","91,1",1,"5,39","0,12","4,59",-,"2,65",0,"0,02","26,5","0,4",-,1,0,"0,045","5,65","0,028",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Poireau, surgelé, cru","36,4","93,2","1,42","3,35","1,36","2,76",-,"2,55",-,"0,016",252,"0,8",-,-,-,-,26,-,-
"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Salsifis, surgelé, cru","40,2","85,8","2,65","4,15","0,15","2,5",-,"5,8",-,"0,043",-,-,-,-,-,-,-,-,-
"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Légumes pour potages, surgelés, crus","34,1","89,2","1,44","4,69","0,44","2,5",-,"2,86",-,"0,052",37,1,-,-,-,-,25,-,-
"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Julienne ou brunoise de légumes, surgelée, crue","27,9",-,"1,19","4,08","0,25","3,13",-,"2,28",-,"0,1","43,5","0,55",-,-,-,-,9,-,-
"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Légumes pour ratatouille, surgelés","21,1","94,2","1,01","3,23","0,089","2,88",-,"1,67",-,"0,11",-,-,-,-,-,-,-,-,-
"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Printanière de légumes, surgelée, crue (haricots verts, carottes, pomme de terre, petits pois, oignons)","51,5","85,7","2,4","8,48","0,078","2,62",-,"3,62",-,"0,04",-,-,-,-,-,-,16,-,-
"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Haricot plat, cru","32,6","92,2","1,93","4,47","0,12","1,3",-,"2,97",-,"0,049",60,"0,8",-,-,-,-,16,-,-
"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Épinard, jeunes pousses pour salades, cru","22,1","91,2","2,9","0,92","< 0,5","< 0,2","< 0,35","2,4",-,"0,2",86,"2,2",30,2710,"< 0,25","2,36","11,6","0,16",-
"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Mesclun ou salade, mélange de jeunes pousses",22,-,2,"2,5",0,0,-,2,-,"0,048",-,-,-,-,-,-,-,-,-
"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Asperge, verte, crue","24,7","92,5","2,46","2,03","0,27","1,5",-,"2,15",0,"0,014","22,4",1,-,-,0,-,"15,5",-,0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Chou romanesco ou brocoli à pomme, cru","28,8","89,8","2,93","2,2","0,4","2,2",-,"2,35",0,"0,039","34,5","0,92",-,93,0,"0,04","70,6","0,08",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Asperge, blanche ou violette, pelée, crue","26,3","92,4","2,5","2,5","0,3",-,-,"1,8",0,"0,019","16,6",-,-,-,0,-,18,-,0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Salicorne (Salicornia sp.), fraîche","14,1","92,2","0,67","1,1","0,24",-,-,"2,46",-,"2,56","34,3","4,89",0,-,-,"0,51",-,-,-
"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Légumes pour couscous, surgelés, crus","46,5",-,"2,05","6,75","0,7","3,05",-,"2,53",-,"0,12","35,6","0,8",-,-,-,-,"27,4",-,-
"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Salade verte, crue, sans assaisonnement","13,5","96,1","1,01","1,5","0,1","0,83","< 0,5","1,3","< 0,5","0,046","35,3","0,64",< 5,2000,"< 0,5","0,17","1,95","0,041",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Banane plantain, crue",132,"65,3","1,28","29,6","0,39",-,"23,7","2,3",0,"0,01",3,"0,6","2,5",457,0,"0,14","18,4","0,052",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Artichaut, cuit","33,2","85,8","2,53","0,99","0,28","0,99",0,"8,3",0,"0,14","42,9","0,67",< 5,8,0,"0,19","9,1","0,05",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Asperge, bouillie/cuite à l'eau","19,8",93,"2,53","0,81","0,32","0,81",0,"1,8",0,"0,028","19,9","0,74","0,25",544,0,"1,35","16,1","0,11",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Aubergine, cuite","32,7","89,7","1,23","4,17","0,28","3,41",-,"4,3",0,"0,015","20,1","0,25",1,22,0,"0,41","1,3","0,076",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Betterave rouge, cuite","47,2","87,1","1,84","8,56","0,18","7,96","0,6",2,0,"0,13","19,1","0,79","0,31",21,0,"0,04","3,6","0,027",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Bette ou blette, cuite","12,1","95,3","0,7","0,46","< 0,5","0,46","< 0,35","2,5",0,"0,25",56,"0,35",< 20,"89,2","< 0,25","0,41","< 0,5","< 0,015",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Brocoli, cuit","22,8","92,5","2,1","1,1","0,78","1,1","< 0,5","1,5",0,"0,098","43,3","< 0,1",< 10,312,0,"0,9","23,9","< 0,05",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Carotte, appertisée, égouttée","21,8",93,"0,66","3,38","0,2","2,49","0,47","1,75",0,"0,62",25,"0,64",2,5330,0,"0,74","2,7","0,018",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Carotte, cuite",19,93,"0,55","2,6","0,1","2,51","< 0,5","2,8",0,"0,051","31,5","< 0,1",< 10,3340,0,"0,56",< 1,"< 0,05",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Champignon, tout type, appertisé, égoutté","24,9","91,1","1,87","2,56","0,29","2,18",-,"2,4",0,"0,8","18,9","0,79",2,0,"0,2","0,01",0,"0,085",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Chou de Bruxelles, cuit","34,6","87,6","2,6","4,2","0,11","1,7","1,5","3,2",0,"0,024","36,2","< 0,1",< 10,209,0,"0,43","56,4","< 0,05",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Chou vert, cuit","25,1","93,9","1,03","3,04","0,45","2,79","< 0,5","2,4",0,"0,098","69,7","0,28","1,45",48,0,"0,14","27,3","0,056",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Chou-fleur, cuit","20,9","93,7","1,6","1,6","0,46","1,59","< 0,5",2,0,"0,017","19,2","0,31",< 5,< 50,0,"0,07","9,7","< 0,05",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Coeur de palmier, appertisé, égoutté","35,3","90,2","2,53","4,03","0,5","1,5",-,"2,32",0,"0,97",58,"3,13","0,5",-,0,-,"7,9","0,011",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Courgette, pulpe et peau, cuite","15,5","93,8","0,93","1,4","0,36","1,39","< 0,5","1,5",0,"0,098","19,3","0,32",< 5,173,0,"0,12","2,9","< 0,05",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Céleri branche, cuit","12,7","94,1","0,82","1,2","0,16","1,2",-,"1,6",0,"0,22","53,3","0,42","0,3",313,0,"0,35","6,1","0,023",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Céleri-rave, cuit","36,5","90,1","1,3","4,6","0,86","2,8","< 0,5","2,6",0,"0,15","52,4","0,32",< 10,< 50,0,"0,22","2,7","< 0,05",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Épinard, cuit","21,5","92,8","3,2","0,5","0,14","0,47","< 0,5","2,7",0,"0,069",140,"2,14",< 10,1610,0,"2,4","2,1","< 0,05",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Haricot mungo germé ou pousse de ""soja"", appertisé, égoutté","20,6","95,8","1,56","2,36","0,12","1,78","0,4","1,63",0,"0,35","13,4","0,26","2,55",2,0,"0,065","0,65","0,025",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Haricot vert, cuit","29,4","89,3",2,3,"0,17",1,"1,94",4,0,"0,4","55,3","0,6",< 5,137,0,"0,45",5,"< 0,05",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Navet, cuit",25,"93,4","0,9","3,8","0,2","2,9","< 0,5","2,2",0,"0,073","37,3","0,11",< 10,< 50,0,"0,02","5,6","< 0,05",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Oignon, cuit","34,6","90,4","1,3","6,2","0,2",4,"< 0,5","1,4",0,"0,021","29,2","0,21",1,< 50,0,"0,015","2,1","< 0,05",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Petits pois, appertisés, égouttés","81,5","79,5","5,12","10,7","0,8","3,59","4,04","5,75",0,"0,64","20,6","1,29","0,9",514,0,"0,21","6,9","0,12",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Petits pois, cuits","61,4","82,9","5,8","4,7","0,87","1,8","2,8","5,8",0,"0,018","32,7","1,17",< 5,414,0,"< 0,1","1,8","0,13",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Poireau, cuit","24,6",92,"1,1",3,"0,2","2,11","< 0,5","3,2",0,"0,015","25,6","0,34",< 10,94,0,"0,5","1,3","< 0,05",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Potiron, appertisé, égoutté","32,8","85,9","0,93","5,19","0,28","3,3",-,"2,9",0,"0,31",26,"1,39","0,7",6940,0,"1,06","4,2","0,024",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Salsifis, cuit","67,7",-,"2,74","12,3","0,17","2,9",-,"3,1",0,"0,04",47,"0,55","0,2",0,0,"0,19","4,6","0,056",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Tomate, pelée, appertisée, égouttée","18,3","94,4","1,07","1,89","0,28","1,88",-,"1,27",0,"0,28","21,1","0,77","0,2",245,0,"0,67",12,"0,31",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Maïs doux, en épis, cuit","78,6","73,4","3,36","11,7","1,5","4,54","7,17","2,4",0,"0,023",3,"0,45",1,66,0,"0,09","5,5","0,093",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Macédoine de légumes, appertisée, égouttée","40,6","86,7","2,38","5,59","0,28","1,73",-,"3,16",0,"0,59","40,7","1,05","0,2",5670,0,"0,29",5,"0,046",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Épinard, appertisé, égoutté","24,5","91,8","2,81","0,93","0,5","0,4",-,"2,4",0,"0,81",127,"2,3","2,79",5880,0,"1,25","14,3","0,016",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Haricot vert, appertisé, égoutté","19,9","92,6","1,33","1,23","0,31","0,46","0,59","3,36",0,"0,69","42,7","0,81","1,6",122,0,"0,14","3,1","0,053",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Haricot beurre, appertisé, égoutté","24,2","92,8","1,22","3,48","0,23","0,86","1,47","1,68",0,"0,66",25,"0,9","0,6",63,0,"0,29","4,1","0,02",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Maïs doux, appertisé, égoutté",106,"75,4","2,82","18,4","1,68","5,16","13,1","3,1",0,"0,59","3,51","0,35","0,5",22,0,"0,29","3,55","0,033",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Artichaut, appertisé, égoutté","39,8","89,9","1,5","6,5","0,2","1,5",-,3,-,"0,8",-,-,-,-,-,-,-,-,-
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Tomate, concentré, appertisé","99,2",72,"4,4","17,1","0,53","13,3","0,22","4,2",0,"0,27","45,6","1,2","4,4",784,0,"5,7","2,6","0,08",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Haricot vert, surgelé, cuit","35,9","91,4","1,84","5,1","0,19","1,23","3,61","3,3",0,"0,0097",51,"0,68","0,4",334,0,"0,04","11,6","0,035",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Asperge, appertisée, égouttée","18,3","94,2","1,79","1,43","0,27","1,23",-,"1,5",0,"0,7","15,8","1,09","0,7",493,0,"0,74","18,4","0,046",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Chou de Bruxelles, appertisé, égoutté","38,1","88,9","2,56","4,1","0,53","2,5",-,"3,3",0,"0,63","26,3","0,7",1,465,0,"0,69",18,-,0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Céleri branche, appertisé, égoutté","13,5",95,"0,72","1,38","0,15","0,8",-,2,-,"0,73","29,2",-,"0,2",56,-,-,-,-,-
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Champignon de Paris ou champignon de couche, appertisé, égoutté","19,4","92,9","2,23","0,7","0,37",0,"0,2","2,5",0,"0,63","22,2","0,9",< 5,10,0,0,"6,5","0,081",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Salsifis, appertisé, égoutté","28,9","91,5","1,38","4,25","0,15",1,"2,5","2,5",-,"0,71",21,-,"0,2",19,-,-,-,-,-
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Poivron vert, cuit","17,4",92,"0,93","2,36","0,2","2,36",-,"1,2",0,"0,005",9,"0,46",1,264,0,"0,5","74,4","0,059",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Poivron rouge, cuit","39,9","90,9","1,21",7,"0,3",6,-,"2,2",-,"0,0055",9,-,1,-,-,"0,9",81,"0,01",-
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Petits pois et carottes, appertisés, égouttés","50,1","86,7","2,57","7,59","0,33","3,89","3,5","3,27",0,"0,61",23,"0,75",2,3000,0,traces,"6,6","0,074",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Chou-rave, bouilli/cuit à l'eau",28,"90,3","1,8","4,4","0,11","2,8",-,"1,1",0,"0,053",25,"0,4",-,21,0,"0,52",54,"0,04",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Chou rouge, bouilli/cuit à l'eau","25,3","91,3","1,51","3,32","0,09","3,32",0,"2,6",0,"0,044","54,6","0,66","1,35",20,0,"0,12","34,4","0,071",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Potiron, cuit","25,9",92,"0,81","4,5","0,07","3,1","0,6",2,"1,39","< 0,01",13,"0,18",< 20,6020,"< 0,25","0,24","0,84","0,02",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Champignon de Paris ou champignon de couche, bouilli/cuit à l'eau","28,7","91,1","2,17",3,"0,47","2,34",-,"2,2",0,"0,005",6,"1,74",-,0,"0,2","0,01",4,"0,073",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Fenouil, bouilli/cuit à l'eau","12,2","94,4","1,13","0,8","< 0,1","0,5","0,3",2,0,"0,15",43,"0,2",10,14,0,"0,32","1,6","0,024",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Épinard, surgelé, cuit","33,3","88,9","4,01","0,51","0,87","0,51",0,"3,7",0,"0,24",153,"1,96",-,7240,0,"3,54","2,2","0,078",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Chou-fleur, surgelé, cuit",18,94,"1,61","1,05","0,22","1,03",-,"2,7",0,"0,045",17,"0,41","0,1",6,0,"0,06","31,3","0,037",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Petits pois, surgelés, cuits","65,8","79,5","5,15","7,95","0,27","4,65","3,3","5,5",0,"0,18",24,"1,52",-,1250,0,"0,03","9,9","0,28",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Champignon de Paris ou champignon de couche, sauté/poêlé, sans matière grasse","29,1",83,"2,99","2,8","0,33",0,"0,3","1,8",0,"0,02",4,"0,25",4,0,"0,2",0,-,"0,096",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Panais, cuit","67,8","80,2","1,32","13,4","0,3","4,8",-,"3,6",0,"0,025",37,"0,58",-,0,0,1,13,"0,083",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,Fondue de poireau,"58,4",-,"1,1",0,"5,2",-,-,"3,6",-,"0,5",-,-,-,-,-,-,-,-,-
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Courge spaghetti, pulpe, cuite",28,"92,3","0,66","5,06","0,26","2,53",-,"1,4",0,"0,045",21,"0,34",-,59,0,"0,12","3,5","0,038",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Artichaut, coeur, appertisé, égoutté",26,"90,5","1,8","2,31","< 0,5","1,2","< 0,35","3,2",-,"0,78",25,"0,4",< 20,"24,6","< 0,25","1,12","12,2","0,021",-
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Artichaut, fond, appertisé, égoutté","25,2","91,3","1,2","3,02","< 0,5","0,8","< 0,35","2,6",-,"0,73",36,"0,36",< 20,"10,7","< 0,25","0,42",18,"0,041",-
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Tétragone cornue, cuite","13,5","94,8","1,3",1,"0,17","0,25",-,"1,4",0,"0,27",48,"0,66",-,-,0,"1,23",16,"0,03",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Rutabaga, cuit",26,"91,5","0,93","4,26","0,18","3,95","0,31","1,8",0,"0,013",18,"0,18",-,1,0,"0,24","18,8","0,082",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Tomate, pulpe, appertisée","22,7",93,"1,2","2,68","< 0,5","2,68","< 0,35","1,8",0,"0,068",20,"0,39",< 20,1980,"< 0,25","1,3","10,5","0,036",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Tomate, purée, appertisée","47,1","85,6","1,4","7,54","0,4","3,64",-,"2,38",0,"0,51","19,9","0,6","2,2",-,0,"2,3",9,"0,1",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Bambou, pousses, appertisées, égouttées","17,9",95,"1,61","1,9","0,15","1,15",-,"1,25",0,"0,19",17,"0,24",-,8,0,"0,63","1,1","0,017",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Brocoli, surgelé, cuit","28,8","90,7","3,1","2,36","0,11","1,47",-,3,0,"0,06",51,"0,61",-,597,0,"1,32","40,1","0,055",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Chou de Bruxelles, surgelé, cuit","43,2","86,7","3,64","4,22","0,39","2,08",-,"4,1",0,"0,038",26,"0,48",-,555,0,"0,51","45,7","0,1",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Carotte, surgelée, cuite","32,9","90,3","0,58","4,52","0,68","4,08","0,31","3,3",0,"0,15",35,"0,53",-,8200,0,"1,01","2,3","0,03",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Champignon, lentin comestible ou shiitaké, cuit","60,9","83,5","1,56","12,3","0,22","3,84",-,"2,1",0,"0,01",3,"0,44",-,0,"0,7",0,"0,3","0,037",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Petits pois et carottes, surgelés, cuits","50,4","85,8","3,09","7,02","0,42","4,36",-,"3,1",0,"0,17",23,"0,94",-,4730,0,"0,52","8,1","0,23",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Pois mange-tout ou pois gourmand, bouilli/cuit à l'eau","28,8","91,7","2,4","3,41","< 0,5","2,4","0,4","1,8",0,"< 0,13",37,"0,62",< 20,243,"< 0,25","0,83","13,9","0,067",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Chou frisé, cuit","29,7","91,2","1,9","3,63","0,4","1,25",-,2,0,"0,058",72,"0,9",-,-,0,"0,85",41,"0,053",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Chou chinois (pak-choi ou pé-tsai), cuit","13,3","95,4","1,53","0,75","0,17","0,75",-,"1,35",0,"0,054","62,5","0,67",-,2550,0,"0,09","20,9","0,038",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Cardon, cuit",22,"93,5","0,76","3,63","0,11",-,-,"1,7",0,"0,44",72,"0,73",-,-,0,-,"1,7","0,018",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Tomate, pulpe et peau, bouillie/cuite à l'eau","18,7","94,3","0,88","2,8","0,21","2,6",0,"1,05",0,"0,017","9,73","0,49","1,5",503,0,"0,56","16,9","0,035",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Pois mange-tout ou pois gourmands, cuits","47,3","86,6","3,5","5,92","0,38","4,82",-,"3,1",0,"0,013",59,"2,4",-,760,0,"0,47",22,"0,064",0
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Échalote, cuite","71,6",80,"2,13","13,5","< 0,5","6,3",-,"3,4",-,"0,031",28,"0,34",< 20,< 10,-,"0,12","2,25","0,53",-
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Haricots verts, purée","56,3",-,"1,7","4,2","2,9","1,5",-,"3,3",-,"0,36",-,-,-,-,-,-,-,-,-
"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Légumes (3-4 sortes en mélange), purée","57,8","86,2","2,19","4,02","2,72","1,81",-,"4,21",-,"0,61",-,-,-,-,-,-,-,-,-
